Title,Year,Keywords,MeSH Terms
"Black soldier fly defatted meal as a dietary protein source for broiler chickens: effects on carcass traits, breast meat quality and safety.",2019,Hermetia illucens; broiler chickens; fatty acids; heavy metals; insect meal,"Animal Feed; Animals; Chickens; Color; Diet; Dietary Proteins; Fatty Acids; Fatty Acids, Monounsaturated; Fatty Acids, Unsaturated; Larva; Male; Meat; Safety; Simuliidae"
The digestive system of the adult Hermetia illucens (Diptera: Stratiomyidae): morphological features and functional properties.,2019,Black soldier fly; Feeding habits; Insect digestive system; Metamorphosis; Tissue remodeling,"Animal Feed; Animals; Digestive System; Diptera; Insect Proteins; Larva; Metamorphosis, Biological; Pupa"
Optimization of black soldier fly (Hermetia illucens) artificial reproduction.,2019,,"Animals; Breeding; Diptera; Female; Life Cycle Stages; Light; Male; Models, Biological; Reproduction; Sex Ratio"
Pheromone extracts act as boosters for entomopathogenic nematodes efficacy.,2019,Ascaroside; Black soldier fly; Pecan weevil; Pheromone; Steinernema carpocapsae; Steinernema feltiae,"Animals; Biological Assay; Biological Control Agents; Diptera; Larva; Moths; Pest Control, Biological; Pheromones; Rhabditida; Rhabditida Infections; Soil; Weevils"
Quality of eggs from Lohmann Brown Classic laying hens fed black soldier fly meal as substitute for soya bean - CORRIGENDUM.,2019,,
Growth and Safety Assessment of Feed Streams for Black Soldier Fly Larvae: A Case Study with Aquaculture Sludge.,2019,Aquaculture; Black soldier fly larvae; Mineral composition; Safety risks; sludge,
"The Effects of Diet Formulation on the Yield, Proximate Composition, and Fatty Acid Profile of the Black Soldier Fly (<i>Hermetia illucens</i> L.) Prepupae Intended for Animal Feed.",2019,cereal byproducts; diet optimization; fatty acid apparent concentration factor; growth performance; insects for feed; low-value feedstocks,
"Effects of Killing Methods on Lipid Oxidation, Colour and Microbial Load of Black Soldier Fly (<i>Hermetia illucens</i>) Larvae.",2019,black soldier fly larvae; chemical composition; colour stability; dehydration; food processing; killing; lipid oxidation; microbial load; pH; thermal and non-thermal technologies,
The Effects of Dietary Insect Meal from <i>Hermetia illucens</i> Prepupae on Autochthonous Gut Microbiota of Rainbow Trout (<i>Oncorhynchus mykiss</i>).,2019,Black soldier fly; aquaculture; gut microbiome; high throughput sequencing; insect meal,
Meat Quality and Sensory Traits of Finisher Broiler Chickens Fed with Black Soldier Fly (<i>Hermetia Illucens</i> L.) Larvae Fat as Alternative Fat Source.,2019,Hermetia illucens; alternative feed source; animal feed; broiler chickens; dietary fat source; fatty acids; meat quality; sensory traits; sustainability,
"A Protein-Based Material from a New Approach Using Whole Defatted Larvae, and Its Interaction with Moisture.",2019,Black Soldier fly; larva; lipid; moisture sorption; plastic; protein,
Black soldier fly larvae feed by forming a fountain around food.,2019,active matter; biomechanics; collective dynamics; feeding; fly larvae,"Animals; Diptera; Feeding Behavior; Larva; Models, Biological"
The Potential Role of Insects as Feed: A Multi-Perspective Review.,2019,acceptance; animals; consumer; farming; feed meal; novel; protein; regulations; stakeholder; sustainability,
"Black Soldier Fly (<i>Hermetia Illucens</i>) as Dietary Source for Laying Quails: Live Performance, and Egg Physico-Chemical Quality, Sensory Profile and Storage Stability.",2019,alternative protein; animal feeding; black soldier fly; egg quality; fatty acid profile; insect meal; nutritional composition; oxidation; quail,
Structural and Functional Characterization of <i>Hermetia illucens</i> Larval Midgut.,2019,bioconversion; black soldiers fly; copper cells; digestive enzymes; larval midgut; lysozyme; midgut lumen pH,
Influence of Lactobacillus buchneri on soybean curd residue co-conversion by black soldier fly larvae (Hermetia illucens) for food and feedstock production.,2019,Black soldier fly; Environment; Pollution; Soybean curd residues; Waste management,Animals; Diptera; Food; Humans; Lactobacillus; Larva; Simuliidae; Glycine max
"Evaluation of Black Soldier Fly (<i>Hermetia illucens</i>) Larvae and Pre-Pupae Raised on Household Organic Waste, as Potential Ingredients for Poultry Feed.",2019,black soldier fly; egg quality; laying hens; microbiota; poultry feed; sustainable feed production,
Black soldier fly larvae (Hermetia illucens) strengthen the metabolic function of food waste biodegradation by gut microbiome.,2019,,"Animals; Biotransformation; Cluster Analysis; Composting; DNA, Bacterial; DNA, Ribosomal; Diptera; Food; Gastrointestinal Microbiome; Larva; Phylogeny; RNA, Ribosomal, 16S; Sequence Analysis, DNA; Waste Management"
Do dietary soy alternatives lead to pork quality improvements or drawbacks? A look into micro-alga and insect protein in swine diets.,2019,Black soldier fly; Fatty acid composition; Modified atmosphere packaging; Sensory analysis; Spirulina,Adipose Tissue; Animal Feed; Animal Nutritional Physiological Phenomena; Animals; Diet; Dietary Proteins; Larva; Lauric Acids; Male; Red Meat; Simuliidae; Spirulina; Sus scrofa
Influence of Temperature on Selected Life-History Traits of Black Soldier Fly (<i>Hermetia illucens</i>) Reared on Two Common Urban Organic Waste Streams in Kenya.,2019,black soldier fly (BSF); development; fecundity; growth; longevity; organic waste bioconversion; rearing temperature,
"Partially defatted black soldier fly larva meal inclusion in piglet diets: effects on the growth performance, nutrient digestibility, blood profile, gut morphology and histological features.",2019,Hermetia illucens L.; Histopathology; Insect meal; Performance; Weaning pigs,
Iron-polyphenol complexes cause blackening upon grinding Hermetia illucens (black soldier fly) larvae.,2019,,Animals; Color; Diptera; Edible Insects; Food Handling; Iron; Larva; Monophenol Monooxygenase; Polyphenols; Simuliidae
Enhanced bioconversion of dairy and chicken manure by the interaction of exogenous bacteria and black soldier fly larvae.,2019,Biomass; Black soldier fly; Exogenous bacteria; FT-IR; Lignocellulose,"Animals; Bacteria; Chickens; Larva; Manure; Simuliidae; Spectroscopy, Fourier Transform Infrared"
"Effects of Feeding Adults of Hermetia illucens (Diptera: Stratiomyidae) on Longevity, Oviposition, and Egg Hatchability: Insights Into Optimizing Egg Production.",2019,,Animal Feed; Animals; Diet; Diptera; Feeding Behavior; Female; Insect Control; Longevity; Male; Oviposition; Ovum
Influence of the killing method of the black soldier fly on its lipid composition.,2019,Acylglicerols; Black soldier fly; Blanching; Free fatty acids; Killing; Sterols,Animals; Body Composition; Diptera; Fatty Acids; Food Handling; Freezing; Glycerides; Homicide; Larva; Lipids; Simuliidae; Sterols
Black Soldier Fly biowaste treatment - Assessment of global warming potential.,2019,Global warming potential; Greenhouse gas emissions; Hermetia illucens; Life cycle assessment; Municipal solid waste; Organic waste,Animals; Composting; Global Warming; Greenhouse Effect; Indonesia; Simuliidae; Waste Management
"Effect of dietary supplementation with insect fats on growth performance, digestive efficiency and health of rabbits.",2019,Blood; Digestibility; Growing rabbit; Gut health; Insect fats; Performances,
Killing method affects the browning and the quality of the protein fraction of Black Soldier Fly (Hermetia illucens) prepupae: a metabolomics and proteomic insight.,2019,Black soldier fly; Blanching; Enzymatic browning; Killing insects; Metabolomics; Protein extraction; Protein quality,Animals; Body Composition; Food Handling; Freezing; Insect Proteins; Larva; Maillard Reaction; Metabolomics; Monophenol Monooxygenase; Proteomics; Simuliidae
Gut health and vaccination response in pre-smolt Atlantic salmon (Salmo salar) fed black soldier fly (Hermetia illucens) larvae meal.,2019,Antibody; Atlantic salmon; Black soldier fly larvae; Gut health; Immune response; Vaccination,"Animal Feed; Animals; Antibodies, Viral; Aquaculture; Diet; Fish Diseases; Gastrointestinal Tract; Inactivation, Metabolic; Infectious pancreatic necrosis virus; Larva; Lipid Metabolism; Nutritional Physiological Phenomena; Salmo salar; Simuliidae; Transcriptome; Vaccination"
Rational design and characterization of bioplastics from Hermetia illucens prepupae proteins.,2019,biopolymers; mechanical properties; proteins; recycling; waste,"Animals; Biodegradable Plastics; Diptera; Insect Proteins; Membranes, Artificial; Pupa"
"Impact of on-range choice feeding with black soldier fly larvae (<i>Hermetia illucens</i>) on flock performance, egg quality, and range use of free-range laying hens.",2018,Behaviour; Chicken; Insect protein; Nutrition; Poultry; Radio-frequency identification,
"Effects of waste stream combinations from brewing industry on performance of Black Soldier Fly, <i>Hermetia illucens</i> (Diptera: Stratiomyidae).",2018,Agro-industrial by-products; Hermetia illucens; Mass rearing; Net energy; Protein quality; Quality control parameters,
The Intestinal Microbiota of Hermetia illucens Larvae Is Affected by Diet and Shows a Diverse Composition in the Different Midgut Regions.,2019,bioconversion; black soldier fly; insect diet; microbiota; midgut,Animal Feed; Animals; Diet; Digestive System; Diptera; Gastrointestinal Microbiome; Larva
"Morphological description of the immature stages of Hermetia illucens (Linnaeus, 1758) (Diptera: Stratiomyidae).",2019,black soldier fly; forensic entomology; larval instars; morphology; taxonomy,"Animals; Diptera; Larva; Microscopy, Electron, Scanning; Ovum; Pupa"
"Decomposition of biowaste macronutrients, microbes, and chemicals in black soldier fly larval treatment: A review.",2018,Bioconversion; Biological; Diptera; Feed; Hermetia illucens; Waste,Animal Feed; Animals; Diptera; Larva; Nutrients; Simuliidae; Waste Management
Bio-Based Electrospun Nanofiber of Polyhydroxyalkanoate Modified with Black Soldier Fly's Pupa Shell with Antibacterial and Cytocompatibility Properties.,2018,Black Soldier Fly; antibacterial activity; chitosan; electrospun nanofiber; polyhydroxyalkanoates,Animals; Anti-Bacterial Agents; Bacteria; Biocompatible Materials; Chitosan; Fibroblasts; Humans; Nanofibers; Polyhydroxyalkanoates; Pupa; Simuliidae
"Influence of larval density and dietary nutrient concentration on performance, body protein, and fat contents of black soldier fly larvae (<i>Hermetia illucens</i>).",2018,Diptera; Stratiomyidae; detritivory; diet quality; growth; nutritional value; ration; survival,
Assessing the Microbiota of Black Soldier Fly Larvae (Hermetia illucens) Reared on Organic Waste Streams on Four Different Locations at Laboratory and Large Scale.,2019,Hermetia illucens; High-throughput sequencing; Industrial scale; Laboratory scale; Microbiota; Plate counts,Animal Feed; Animals; Belgium; Diptera; Larva; Microbiota; Solid Waste
Threshold temperatures and thermal requirements of black soldier fly Hermetia illucens: Implications for mass production.,2018,,Animal Feed; Animals; Biofuels; Biomass; Humans; Larva; Pupa; Reproduction; Simuliidae; Solid Waste; Temperature
Bioconversion of Three Organic Wastes by Black Soldier Fly (Diptera: Stratiomyidae) Larvae.,2018,,Animals; Diptera; Garbage; Larva; Lignin; Manure; Poaceae; Saccharomyces cerevisiae; Waste Management
In vitro protein digestion kinetics of protein sources for pigs.,2019,black soldier fly larvae; gastrointestinal protein degradation; plant protein sources; porcine plasma; yellow meal worm,Amino Acids; Animal Feed; Animal Nutritional Physiological Phenomena; Animals; Brassica rapa; Diet; Dietary Proteins; Digestion; Glutens; Ileum; Insect Proteins; Kinetics; Larva; Nitrogen; Nutritive Value; Plant Proteins; Proteolysis; Glycine max; Swine; Whey Proteins
Palatability of black soldier fly larvae in valorizing mixed waste coconut endosperm and soybean curd residue into larval lipid and protein sources.,2019,Bioconversion; Biodiesel; Black soldier fly larvae; Protein; Soybean curd residue; Waste coconut endosperm,Animals; Cocos; Endosperm; Larva; Lipids; Simuliidae; Glycine max
Rapidly mitigating antibiotic resistant risks in chicken manure by Hermetia illucens bioconversion with intestinal microflora.,2018,,"Animals; Anti-Bacterial Agents; Bacteria; Bacterial Proteins; Biodegradation, Environmental; Biotransformation; Chickens; Digestion; Diptera; Drug Resistance, Bacterial; Gastrointestinal Microbiome; Intestines; Larva; Manure; Nitrogen"
Performance of the Black Soldier Fly (Diptera: Stratiomyidae) on Vegetable Residue-Based Diets Formulated Based on Protein and Carbohydrate Contents.,2018,,Animals; Body Composition; Diet; Dietary Carbohydrates; Dietary Proteins; Diptera; Female; Garbage; Larva; Male
"Efficient bioconversion of organic wastes to value-added chemicals by soaking, black soldier fly (Hermetia illucens L.) and anaerobic fermentation.",2018,Anaerobic fermentation; Bioconversion; Bioenergy; Black soldier fly; Corncob; Restaurant wastewater,Animals; Biofuels; Fermentation; Larva; Manure; Simuliidae; Swine
Rapid composting techniques in Indian context and utilization of black soldier fly for enhanced decomposition of biodegradable wastes - A comprehensive review.,2018,Bio-fuels; Biodegradables; Black soldier fly (BSF) larvae; Municipal solid waste (MSW); Rapid composting,Animals; Composting; Larva; Refuse Disposal; Simuliidae; Solid Waste; Waste Management
Food Safety Issues Related to Uses of Insects for Feeds and Foods.,2018,edible insects; feed; food; review; safety,
Performances of local poultry breed fed black soldier fly larvae reared on horse manure.,2018,Chicken; Fatty acid profile; Growth performance; Insect farming; Local breed; Meat quality,
"[Acceptance, tolerance and apparent nutrient digestibility of complete diets based on larvae meal of Hermetia illucens in cats].",2018,,Animal Feed; Animals; Cats; Feces; Larva; Nutrition Assessment; Simuliidae
"Impact of pH and feeding system on black soldier fly (Hermetia illucens, L; Diptera: Stratiomyidae) larval development.",2018,,Animal Feed; Animals; Body Weight; Hydrogen-Ion Concentration; Larva; Pupa; Simuliidae
Barbary partridge meat quality as affected by Hermetia illucens and Tenebrio molitor larva meals in feeds.,2018,Black soldier fly; Cholesterol; Cooking; Fatty acid profile; Yellow mealworm,Animal Feed; Animal Nutritional Physiological Phenomena; Animals; Color; Cooking; Dietary Proteins; Diptera; Food Analysis; Galliformes; Hydrogen-Ion Concentration; Insect Proteins; Larva; Lipids; Nutritive Value; Poultry Products; Tenebrio
Incorporation of Black Soldier Fly (Hermetia illucens L.) larvae fat or extruded linseed in diets of growing rabbits and their effects on meat quality traits including detailed fatty acid composition.,2018,Black soldier fly; Fatty acids; Insect fat; Meat quality; Oxidative stability; Rabbit,Acetals; Animal Feed; Animals; Color; Diet; Diptera; Fatty Acids; Flax; Larva; Meat; Oxidation-Reduction; Rabbits
Insects as an Alternative Source for the Production of Fats for Cosmetics.,2018,,"Animals; Bacteria; Cosmetics; Diptera; Drug Compounding; Drug Stability; Fats; Fatty Acids; Fatty Acids, Nonesterified; Grasshoppers; Gryllidae; Hydrogen-Ion Concentration; Insecta; Ointments; Phospholipids; Viscosity"
Evidence of vitamin D synthesis in insects exposed to UVb light.,2018,,"Animals; Cholecalciferol; Chromatography, High Pressure Liquid; Coleoptera; Ergocalciferols; Grasshoppers; Gryllidae; Insecta; Temperature; Ultraviolet Rays; Vitamin D"
Systematic characterization and proposed pathway of tetracycline degradation in solid waste treatment by Hermetia illucens with intestinal microbiota.,2018,Black soldier fly; Degradation pathway; Intestinal microbiota; Synergistic effect; Tetracycline,Animals; Anti-Bacterial Agents; Diptera; Fungi; Gastrointestinal Microbiome; Larva; Livestock; Manure; Refuse Disposal; Solid Waste; Tetracycline
Can the inclusion of black soldier fly (Hermetia illucens) in diet affect the flesh quality/nutritional traits of rainbow trout (Oncorhynchus mykiss) after freezing and cooking?,2019,Feedstuffs; flesh quality; insect meal; malondialdehyde,"Animal Feed; Animal Nutritional Physiological Phenomena; Animals; Color; Cooking; Diet; Fatty Acids, Unsaturated; Food Handling; Freezing; Hot Temperature; Hydrogen-Ion Concentration; Muscle, Skeletal; Nutritive Value; Oncorhynchus mykiss; Seafood; Simuliidae; Stress, Mechanical; Water"
Black soldier fly (Hermetia illucens) pre-pupae meal as a dietary protein source for broiler production ensures a tasty chicken with standard meat quality for every pot.,2019,alternative protein; breast muscle; chicken meat; insect meal,"Animal Feed; Animals; Chickens; Cooking; Diptera; Fatty Acids; Humans; Meat; Minerals; Muscle, Skeletal; Pupa; Taste"
"Black soldier fly defatted meal as a dietary protein source for broiler chickens: Effects on growth performance, blood traits, gut morphology and histological features.",2018,Broiler chickens; Defatted insect meal; Gut morphology; Hermetia illucens; Performance,
Cultivation of black soldier fly larvae on almond byproducts: impacts of aeration and moisture on larvae growth and composition.,2018,almond hulls; almond shells; black soldier fly larvae; insect production,Animal Feed; Animals; Larva; Nuts; Prunus dulcis; Simuliidae; Waste Products
"Partial Dietary Inclusion of Hermetia illucens (Black Soldier Fly) Full-Fat Prepupae in Zebrafish Feed: Biometric, Histological, Biochemical, and Molecular Implications.",2018,aquaculture; black soldier fly; fatty acid profile; gene expression; insect diet,Animal Feed; Animals; Aquaculture; Diet; Gene Expression Regulation; Larva; Lipid Metabolism; Simuliidae; Zebrafish
"Influence of three artificial light sources on oviposition and half-life of the Black Soldier Fly, Hermetia illucens (Diptera: Stratiomyidae): Improving small-scale indoor rearing.",2018,,Animal Husbandry; Animals; Female; Half-Life; Larva; Light; Livestock; Male; Oviposition; Reproduction; Simuliidae
"Recovery of glucose from dried distiller's grain with solubles, using combinations of solid-state fermentation and insect culture.",2018,Aspergillus; Lactobacillus; biotransformation par les insectes; black soldier fly larvae; insect bioprocessing; larves de la mouche soldat noire; recovery of fermentable sugars; récupération de sucres fermentescibles,Animals; Biofuels; Edible Grain; Fermentation; Glucose; Larva; Simuliidae
Hermetia illucens as a new and promising species for use in entomoremediation.,2018,Bioremediation; Black soldier fly; Entomoremediation; Heavy metal; Hermetia illucens; Post-harvest biomass management,"Animals; Biodegradation, Environmental; Biomass; Metals, Heavy; Simuliidae"
Insects for Income Generation Through Animal Feed: Effect of Dietary Replacement of Soybean and Fish Meal With Black Soldier Fly Meal on Broiler Growth and Economic Performance.,2018,alternative protein; cost benefit ratio; insect meal; poultry feed; return on investment,Animal Feed; Animal Nutritional Physiological Phenomena; Animals; Chickens; Diet; Simuliidae; Glycine max
"Effect of rearing substrate on growth performance, waste reduction efficiency and chemical composition of black soldier fly (Hermetia illucens) larvae.",2018,Hermetia illucens; agro-industrial by-product; animal feed; crude protein; fatty acid profile; organic waste,Animal Feed; Animals; Female; Fruit; Larva; Male; Simuliidae; Vegetables; Waste Products
Egg production and quality responses of adding up to 7.5% defatted black soldier fly larvae meal in a corn-soybean meal diet fed to Shaver White Leghorns from wk 19 to 27 of age.,2018,,"Animal Feed; Animal Nutritional Physiological Phenomena; Animals; Chickens; Diet; Diptera; Dose-Response Relationship, Drug; Female; Larva; Ovum; Random Allocation; Glycine max; Zea mays"
Black soldier fly (Hermetia illucens) larvae enhances immune activities and increases survivability of broiler chicks against experimental infection of Salmonella Gallinarum.,2018,Salmonella Gallinarum; black soldier fly; broiler chicks; immune response,"Animal Feed; Animals; CD4-Positive T-Lymphocytes; Chickens; Poultry Diseases; Pre-Exposure Prophylaxis; Salmonella Infections, Animal; Simuliidae"
Efficient co-conversion process of chicken manure into protein feed and organic fertilizer by Hermetia illucens L. (Diptera: Stratiomyidae) larvae and functional bacteria.,2018,Chicken manure reduction rate; Feed stuff; Functional bacteria; Hermetia illucens L. larvae; Organic fertilizer; Waste management,Animals; Chickens; Diptera; Fertilizers; Larva; Manure; Proteins
Effects of replacing fishmeal with black soldier fly larval meal in the diets of grower-finishing guinea fowls reared under tropical conditions.,2018,Blood chemistry; Carcass; Haematology; Organoleptic properties; Protein,Animal Feed; Animal Nutritional Physiological Phenomena; Animals; Body Composition; Chickens; Diet; Female; Fishes; Fruit; Galliformes; Larva; Male; Meat; Simuliidae; Tropical Climate; Weight Gain
Degradation Capacity and Diapause Effects on Oviposition of Hermetia illucens (Diptera: Stratiomyidae).,2018,black soldier fly; consumption; postdiapause,"Animals; Diapause; Diapause, Insect; Diptera; Female; Larva; Oviposition"
"Rearing Zebrafish on Black Soldier Fly (Hermetia illucens): Biometric, Histological, Spectroscopic, Biochemical, and Molecular Implications.",2018,aquaculture; black soldier fly; fatty acid profile; gene expression; insect diet,Animal Feed; Animals; Chitin; Diet; Gene Expression Regulation; Inflammation; Larva; Lipid Metabolism; Liver; Simuliidae; Zebrafish
Moisture adsorption properties and shelf-life estimation of dried and pulverised edible house cricket Acheta domesticus (L.) and black soldier fly larvae Hermetia illucens (L.).,2018,Edible insects; Isosteric heat; Processing; Sorption isotherm; Storage; Water activity,"Adsorption; Animals; Desiccation; Dietary Proteins; Food Handling; Food Packaging; Food Preservation; Gryllidae; Insect Proteins; Models, Chemical; Nutritive Value; Polyethylene; Powders; Simuliidae; Temperature; Time Factors; Water"
Meat Quality Derived from High Inclusion of a Micro-Alga or Insect Meal as an Alternative Protein Source in Poultry Diets: A Pilot Study.,2018,Hermetia illucens; M. pectoralis superficialis; Spirulina; black soldier fly; breast meat; broiler; chicken; modified atmosphere packaging; sensory analysis,
"Tolerance and Excretion of the Mycotoxins Aflatoxin B₁, Zearalenone, Deoxynivalenol, and Ochratoxin A by Alphitobius diaperinus and Hermetia illucens from Contaminated Substrates.",2018,Alphitobius diaperinus; Hermetia illucens; bioaccumulation; black soldier fly; contaminants; excretion; feed safety; food safety; insects; lesser mealworm,Animal Feed; Animals; Coleoptera; Diptera; Food Contamination; Larva; Mycotoxins
Microbial Community Dynamics during Rearing of Black Soldier Fly Larvae (Hermetia illucens) and Impact on Exploitation Potential.,2018,Hermetia illucens; biotechnology; industrial microbiology; insect-microbial interactions; microbiota; natural antimicrobial products,Animal Feed; Animals; Diptera; Larva; Microbiota
"Composition of black soldier fly prepupae and systematic approaches for extraction and fractionation of proteins, lipids and chitin.",2018,Black soldier fly; Chemical extractions; Chitin; Enzymatic-assisted extraction; Lipids; Proteins,Animals; Body Composition; Chemical Fractionation; Chitin; Food Handling; Hydrolases; Hydrolysis; Insect Proteins; Lipids; Nutritive Value; Peptide Hydrolases; Proteolysis; Pupa; Simuliidae
Larval digestion of different manure types by the black soldier fly (Diptera: Stratiomyidae) impacts associated volatile emissions.,2018,Hermetia illucens; Indole; Manure management; Sustainable agriculture,Animals; Diptera; Larva; Livestock; Manure; Simuliidae; Volatile Organic Compounds
Use of black soldier fly larvae (<i>Hermetia illucens</i>) to substitute soybean meal in ruminant diet: An <i>in vitro</i> rumen fermentation study.,2017,black soldier fly; chitin; insect; methanogenesis; rumen,
Black soldier fly larva fat inclusion in finisher broiler chicken diet as an alternative fat source.,2018,Hermetia illucens; broiler chickens; dietary fat source; growth performance; gut morphometry,Animal Feed; Animal Nutritional Physiological Phenomena; Animals; Chickens; Diet; Dietary Supplements; Larva; Male; Random Allocation; Simuliidae
Dynamic Effects of Initial pH of Substrate on Biological Growth and Metamorphosis of Black Soldier Fly (Diptera: Stratiomyidae).,2018,Hermetia illucens; adult longevity; development time; metamorphosis; pH value,"Animal Feed; Animals; Diet; Diptera; Hydrogen-Ion Concentration; Larva; Life History Traits; Metamorphosis, Biological; Pupa"
Quality of eggs from Lohmann Brown Classic laying hens fed black soldier fly meal as substitute for soya bean.,2018,Hermetia illucens; carotenoids; cholesterol; egg; tocopherol,Animal Feed; Animal Nutritional Physiological Phenomena; Animals; Chickens; Diet; Egg Yolk; Eggs; Female; Ovum; Quality Control; Simuliidae
"Evaluation of an insect meal of the Black Soldier Fly (Hermetia illucens) as soybean substitute: Intestinal morphometry, enzymatic and microbial activity in laying hens.",2018,Brush border membrane; Gut morphometry; Hermetia illucens; Nutrient digestibility; Poultry; Volatile fatty acid,Animal Feed; Animal Nutritional Physiological Phenomena; Animals; Chickens; Diet; Female; Ileum; Simuliidae; Glycine max
Impact of black soldier fly larvae meal on the chemical and nutritional characteristics of rainbow trout fillets.,2018,Hermetia illucens; fatty acids profile; insect meal; rainbow trout; volatile organic compounds,Animal Feed; Animals; Diet; Larva; Oncorhynchus mykiss; Seafood; Simuliidae
Insect biorefinery: a green approach for conversion of crop residues into biodiesel and protein.,2017,Biodiesel; Biofuel; Biorefinery; Black soldier fly; Corn stover; Yellow meal worm,
"Metallothionein in Hermetia illucens (Linnaeus, 1758) larvae (Diptera: Stratiomyidae), a potential biomarker for organic waste system.",2018,Biomarker; Cadmium; ELISA; Gene expression; Hermetia illucens; Metallothionein; Organic waste treatment,"Animals; Cadmium; Environmental Biomarkers; Gene Expression Regulation; Larva; Metallothionein; Metals, Heavy; Recycling; Simuliidae"
Resistance of black soldier fly (Diptera: Stratiomyidae) larvae to combined heavy metals and potential application in municipal sewage sludge treatment.,2018,Black soldier fly; Combined heavy metals; Municipal sewage sludge,"Animals; Biodegradation, Environmental; China; Drug Resistance; Larva; Metals, Heavy; Nitrogen; Sewage; Simuliidae; Waste Management"
Photophase Duration Affects Immature Black Soldier Fly (Diptera: Stratiomyidae) Development.,2017,Hermetia illucens; aquaculture; insect-based protein production; photoperiodism; waste conversion,Animals; Darkness; Diptera; Female; Larva; Male; Photoperiod; Pupa
Review of Black Soldier Fly (Hermetia illucens) as Animal Feed and Human Food.,2017,Hermetia illucens; black soldier fly; entomophagy; industrial ecology; sustainability,
Assessment of Vegetable and Fruit Substrates as Potential Rearing Media for Hermetia illucens (Diptera: Stratiomyidae) Larvae.,2017,biodegradation agent; black soldier fly; nutritional composition; preimaginal growth; protein content,Animals; Diet; Diptera; Entomology; Fruit; Larva; Male; Pupa; Vegetables
Susceptibility of wounded and intact black soldier fly Hermetia illucens (L.) (Diptera: Stratiomyidae) to entomopathogenic nematodes.,2017,Alternative rearing host; Beneficial nematode production; Entomopathogenic nematode attraction; Hermetia illucens; Wound,Animals; Diptera; Larva; Rhabditida
Nutritional immunology: Diversification and diet-dependent expression of antimicrobial peptides in the black soldier fly Hermetia illucens.,2018,Antimicrobial peptides; Bioconversion; Hermetia illucens; Innate immunity; Insects as food and feed; Nutritional immunology,Animals; Antimicrobial Cationic Peptides; Biodiversity; Diet; Diptera; Gastrointestinal Microbiome; Gene Expression Regulation; Insect Proteins; Livestock; Nutritional Physiological Phenomena; Sunflower Oil; Transcriptome
Uptake of heavy metals and arsenic in black soldier fly (Hermetia illucens) larvae grown on seaweed-enriched media.,2018,arsenic; contaminants; heavy metals; insect larvae; macroalgae; seaweed,"Animal Feed; Animals; Arsenic; Larva; Metals, Heavy; Seaweed; Simuliidae"
Modulation of nutrient composition of black soldier fly (Hermetia illucens) larvae by feeding seaweed-enriched media.,2017,,Animals; Diptera; Feeding Behavior; Larva; Seaweed
Dynamic changes of nutrient composition throughout the entire life cycle of black soldier fly.,2017,,Animal Nutritional Physiological Phenomena; Animals; Diet; Diptera; Female; Insect Proteins; Larva; Lipid Metabolism; Male
A survey of the mycobiota associated with larvae of the black soldier fly (Hermetia illucens) reared for feed production.,2017,,"Animal Feed; Animals; DNA, Fungal; DNA, Ribosomal; Food Microbiology; Fungi; Gastrointestinal Microbiome; Larva; Pichia; RNA, Ribosomal; Rhodotorula; Sequence Analysis, DNA; Simuliidae; Trichosporon"
"The black soldier fly, Hermetia illucens - a promising source for sustainable production of proteins, lipids and bioactive substances.",2017,Bacillus subtilis; Hermetia illucens; antimicrobial peptides; biofilms; insect mass culture; insect protein and lipid.,Animal Feed; Animals; Antimicrobial Cationic Peptides; Biological Products; Biotechnology; Diptera; Entomology; Humans; Insect Proteins; Larva; Lipids
"Black soldier fly as dietary protein source for broiler quails: meat proximate composition, fatty acid and amino acid profile, oxidative status and sensory traits.",2018,amino acids; fatty acids; insect meal; meat quality; quail,"Amino Acids; Animal Feed; Animals; Cholesterol; Coturnix; Diet; Dietary Proteins; Fatty Acids; Fatty Acids, Monounsaturated; Fatty Acids, Unsaturated; Meat; Oxidation-Reduction; Oxidative Stress; Quail; Simuliidae; Glycine max"
Evaluation of the suitability of a partially defatted black soldier fly (<i>Hermetia illucens</i> L.) larvae meal as ingredient for rainbow trout (<i>Oncorhynchus mykiss</i> Walbaum) diets.,2017,Animal performance; Apparent digestibility coefficient; Carnivorous fish; Fatty acids; Fishmeal substitution; Insect meal,
"Nutritional value of a partially defatted and a highly defatted black soldier fly larvae (<i>Hermetia illucens</i> L.) meal for broiler chickens: apparent nutrient digestibility, apparent metabolizable energy and apparent ileal amino acid digestibility.",2017,Amino acid; Apparent digestibility; Black soldier fly meal; Broiler chicken; Metabolizable energy,
Molecular characterization and expression analysis of heat shock protein 70 and 90 from Hermetia illucens reared in a food waste bioconversion pilot plant.,2017,Black soldier fly; Gene expression; HSP70; HSP90; Phylogenetic analysis,"Animal Feed; Animals; Biodegradation, Environmental; Cloning, Molecular; Diptera; HSP70 Heat-Shock Proteins; HSP90 Heat-Shock Proteins; Insect Proteins; Larva; Life Cycle Stages; Phylogeny"
"Effects of moisture content of food waste on residue separation, larval growth and larval survival in black soldier fly bioconversion.",2017,Bioconversion; Black soldier fly; Fish feed; Food waste recycling; Larval survival rate; Residue separation,Animal Feed; Animals; Bioreactors; Food; Larva; Recycling; Simuliidae; Solid Waste; Waste Management
